order,xcoord,line,maskgood,wv_fit,Fpeak,line_wave_init_gf,line_x_init,line_a_gf,line_base,line_c_gf,line_x_gf
2,1525.1185374294273,4200.6745,1.0,4200.580229876322,2738.7817093645854,4200.631282647927,1524.9665608386915,7635.332867468733,210.0,-1.1447285235838776,1525.0806931828615
2,1623.0126328172562,4164.1795,1.0,4164.027300608077,254.1472848352072,4164.064628851686,1622.6157900329904,538.3203820756472,76.6,-1.2463716550762098,1622.9273138059143
2,1637.9567809255077,4158.5905,1.0,4158.535272468184,1356.7377054175413,4158.549364324319,1637.805898157104,3795.03134717785,98.4,-1.1655718650324118,1637.9179308133669
2,1678.1861354052307,4143.8688,1.0,4143.868823729127,158.01473918307602,4143.853159664832,1678.1370032431369,357.33085492440625,66.3,-1.197715270655874,1678.1801078696726
2,1711.6396654568898,4131.7235,1.0,4131.805235387436,508.9958182111227,4131.782695387154,1711.7729569511976,1558.1802675720664,79.7,-1.2913232965595836,1711.6082033887515
2,1789.9039373111661,4103.9121,1.0,4104.063441091075,164.2795298337461,4104.002204175647,1790.125019226058,350.7415557918966,58.1,-1.1755551167242353,1789.8680135416798
2,2119.1500332066144,3994.7918,1.0,3995.338563817925,1429.4784157006707,3995.183106659798,2120.439595746866,2804.602867216054,57.5,0.7374970343812365,2119.1712346919257
2,2274.7981996534327,3948.9789,1.0,3948.9784392160054,1715.5522673106952,3949.0187844739526,2274.7983081242687,2737.4967644084986,56.3,-0.38648924410383056,2274.6582144776353
3,641.2447056722569,4847.8095,1.0,4847.923072563095,304.7635497910767,4847.967904053483,641.5493966050167,547.2204940525338,72.3,0.8601819783080227,641.2381578543402
3,724.4138637753008,4806.0205,1.0,4806.075297865835,1053.3595202102056,4806.042645757506,724.4791554472346,2567.099542890827,91.97617764138222,-0.9198414773036141,724.4347658249787
3,807.8124034357843,4764.8646,1.0,4764.916248709816,4398.200576693658,4764.8757665895255,807.8061633254605,12030.486835293721,91.86378763909954,-1.0203154906816536,807.7833267922907
3,867.4832736562315,4735.9058,1.0,4735.959487031284,1556.8285913264872,4735.895565244717,867.4635844459981,4008.324984477337,95.2477419275374,0.9548409504184425,867.4848226707564
3,875.5980295647387,4732.0532,1.0,4732.05319271822,566.174517755263,4732.017628214623,875.4658634211502,1295.508713414077,86.65844349014803,-0.9281194674790122,875.5398226034597
3,886.263605725718,4726.8683,1.0,4726.930457550059,3262.322729644691,4726.863199804202,886.2601403912304,8728.778869417049,86.69794960256537,-0.9879841099845633,886.2707729218779
3,937.6047138949747,4702.3161,1.0,4702.453024398045,355.11149831200066,4702.380701957295,937.7638136478278,767.8915474130421,84.45765917587626,-1.0080898337702064,937.6274506492779
3,1032.7188258669753,4657.9012,1.0,4657.897887348212,6554.949736331918,4657.8670604843455,1032.6122731250164,18296.986550773494,105.77038100316813,-1.0164447741343556,1032.6860284385946
3,1056.2562099524198,4647.4329,1.0,4647.029588520052,144.27806614087152,4647.02484908733,1055.2915209957296,175.1275364325291,100.22960101657165,1.7220892457660024,1056.1780977414637
3,1077.5879501880609,4637.2328,1.0,4637.233352893844,708.1393465211222,4637.219903587363,1077.5114971170528,1841.4452524908302,78.08086367692925,-1.03372415734868,1077.5396672232407
3,1097.0436039612441,4628.4409,1.0,4628.342974652545,299.55686944622454,4628.3445607604845,1096.7613012238169,679.3542698181071,75.93588522747815,-1.1227478070639716,1096.9727197284317
3,1138.4691129096288,4609.5673,1.0,4609.553458226136,11476.772635165498,4609.536396615481,1138.3939311586323,32239.63235222865,138.94133217988943,-0.9985217673464791,1138.4624502259012
3,1162.5566026423403,4598.7627,1.0,4598.715229996477,1139.3692631454924,4598.709626895586,1162.4198051150738,2877.4014488507637,109.44216583847714,-0.9772997950191901,1162.5381722143889
3,1182.2921888783571,4589.8978,1.0,4589.882693535624,7354.516385413083,4589.872877253712,1182.238464910945,20773.8787412549,131.82464436967754,-1.0213968269154148,1182.2943219150332
3,1206.0348367491583,4579.3495,1.0,4579.313306790878,5494.588906386738,4579.329710767664,1205.9464530889184,14464.183222236421,133.61106857772748,-1.026611409120054,1205.9910550150641
3,1363.5812058113515,4510.7332,1.0,4510.718613236446,1931.6794114446009,4510.752366189102,1363.608384971704,5467.39112512306,112.95564920115797,-1.0701887773952707,1363.5634914687398
3,1382.0400937676372,4502.9268,1.0,4502.853953425506,383.3160079572781,4502.904364104452,1381.934660520222,752.4798070967869,104.93292332516572,-1.018596769063102,1381.9874426173917
3,1392.1496479951386,4498.5384,1.0,4498.56169391961,280.6307928094425,4498.59978733044,1392.2727327141504,635.9442381886556,80.24687529805225,-1.1848273622774304,1392.1279292128797
3,1410.943747492072,4490.9816,1.0,4490.610379139011,319.2857682027869,4490.6427138727795,1410.1356510710891,869.8377335190384,117.70978805229392,1.6686324079854546,1410.9385211679826
3,1431.74005897209,4481.8107,1.0,4481.854478701919,3751.0296892273063,4481.897919885878,1431.9181310663312,11178.7141041794,117.39789534866925,-1.1221528906420335,1431.7104439045077
3,1448.6198641836818,4474.7594,1.0,4474.780187489261,1846.403724379908,4474.817219191204,1448.7444181590702,5303.75696514711,107.88827295070222,-1.101789748535886,1448.606174219522
3,1468.7649974214728,4466.5508,1.0,4466.375446363333,158.24418029404518,4466.41926490505,1468.4186101846587,378.5280695094181,78.27403884703392,1.5450894098814447,1468.734623913213
3,1480.141870937131,4461.6521,1.0,4461.64710105269,981.5813913344554,4461.694045468378,1480.2041945218668,2953.121157259425,87.95900068156763,-1.2264393445402693,1480.1031293812819
3,1511.0081544703178,4448.8792,1.0,4448.884446246455,807.0413687717611,4448.908751939656,1511.0916655959027,2086.4772327947358,113.14700689102779,-1.1439716533264943,1511.0199309519019
3,1533.6179535315232,4439.4614,1.0,4439.596155636747,467.27656850174463,4439.6252442097575,1534.0129496943362,1395.6692820397948,80.21946458715281,1.3140163794890922,1533.6131338447767
3,1547.6089648867187,4433.838,1.0,4433.87393268268,598.2310141048698,4433.891510043209,1547.7593752340244,1366.8399423476753,119.01414838235688,-1.0244582183209148,1547.6283635364418
3,1556.1856751071346,4430.189,1.0,4430.3756671143,1820.4233093672585,4430.398140255085,1556.7034994523501,5974.289855721378,113.10015709940693,1.3196918892290812,1556.190351480381
3,1566.5746189428837,4426.0011,1.0,4426.147906931796,3285.1023140948564,4426.151451142562,1566.9920048709998,9637.652454528768,441.414913435732,1.2488739713614152,1566.6222244326198
3,1593.7447569835317,4415.1222,1.0,4415.140905870896,413.7951129834815,4415.164525856264,1593.836489039304,1087.1442061292128,82.60087657108821,-1.1898609644838565,1593.7317225124307
3,1619.4175675463744,4404.7499,1.0,4404.806193202154,1005.8461666862194,4404.822599439209,1619.59063571762,2856.6453037998244,120.49575482109056,-1.1641626255539559,1619.4095793698832
3,1629.351991552046,4400.9863,1.0,4400.824030135151,1104.439688962783,4400.883364787553,1628.9743330319577,3993.6631413632726,95.40552250611312,1.4852019346230934,1629.2312890819926
3,1672.5154413545442,4383.5445,1.0,4383.63103631907,1993.372091945228,4383.619621734288,1672.7336706160766,5498.619672634908,289.2,-1.1610656225102864,1672.5442413323437
3,1682.3945816977089,4379.6668,1.0,4379.720611199974,936.1007157771576,4379.724414080134,1682.5235096571519,2765.7759543215066,83.7,-1.17946895708919,1682.3778889707553
3,1691.9834364428477,4375.9294,1.0,4375.933793896109,1176.9947124545834,4375.949860026901,1691.9802899264623,3398.6510501903117,90.5,-1.233469345258451,1691.9284683470726
3,1752.5127303051618,4352.2049,1.0,4352.225143689414,187.32177572773526,4352.212366465569,1752.4991926660582,465.16446040958743,75.6,1.5325680379002655,1752.4800128620222
3,1763.178050409704,4348.064,1.0,4348.082185441504,1449.2007592586401,4348.0566549218265,1763.1492972692704,4424.785312791696,107.6,-1.2599586583519218,1763.1682129300402
3,1800.92147457353,4333.5612,1.0,4333.502299424345,294.4952032500339,4333.522069347219,1800.6553884219911,385.1379176497625,127.6,-0.8805963310783855,1800.757015255069
3,1821.553394090602,4325.7615,1.0,4325.5855567637445,269.5678818120414,4325.594490374994,1820.9594761096168,860.1719313122402,58.7,1.5189087994579404,1821.395278834755
3,1867.89938412982,4307.9015,1.0,4307.936411789959,194.67351758225846,4307.855697902289,1867.8055998310842,223.0808619732944,108.5,1.039995856910809,1867.9263617100346
3,1888.812506714581,4300.1008,1.0,4300.032344618812,137.71886750516933,4299.942473827682,1888.4216128632322,174.90107296873856,74.3,1.0075154791786909,1888.8410112550362
3,1949.8729164309548,4277.5282,1.0,4277.16257757865,265.1322854203015,4277.146282218546,1948.6120318945548,737.5015507412277,70.9,1.5077444011981616,1949.6372863549298
4,328.5554262441974,5341.0233,1.0,5340.884739577145,8724.374311972848,5340.922502103551,328.5302987093725,25073.45481824852,67.9,-1.0153489325530725,328.700924341729
4,525.3730882678192,5227.1697,1.0,5227.150561840334,139.7263218055832,5227.219510320159,525.402250112985,280.34613526195676,67.7,1.6115735785741423,525.3142236693253
4,672.6689758943207,5145.3083,1.0,5145.20189682652,144.63231784728436,5145.018974978212,672.4789510289893,176.24485179477142,72.74898793317975,-0.780475213652931,673.0075670958626
4,736.7693971829005,5110.3849,1.0,5110.385123430437,197.68139595814694,5110.3952983802055,736.7592090720422,388.86966688949934,72.24036314462904,-1.0807461982968953,736.7399280548804
4,773.9758803818522,5090.4951,1.0,5090.4104173798205,160.33595667267645,5090.438831512465,773.8006163605646,273.650738201015,78.08975577753705,-1.1492551278718528,773.905852448495
4,827.5972580638299,5062.0371,1.0,5061.924926766918,534.3368569860858,5061.917121340311,827.3616526432604,1330.2548869752607,66.63644485673893,-1.0201812061829616,827.5888950834052
4,913.3744058883627,5017.1628,1.0,5017.094121280647,1343.043110815927,5017.0723290566875,913.2141586528813,3389.4172373991187,97.36814925544803,-0.9491478917656567,913.3890253426699
4,928.6027276237476,5009.3344,1.0,5009.229435613802,710.96470646123,5009.242477701944,928.3714705397547,1439.6420108949021,128.4744805577389,-0.8194138891911117,928.5497758848209
4,1001.3612835182457,4972.1597,1.0,4972.0428256190535,302.7374598563774,4971.991984541812,1001.1042708937678,532.1435766993673,94.58301114183725,-0.8691905129410492,1001.435301825803
4,1015.3472656171455,4965.0795,1.0,4964.968138460209,3551.24931498326,4964.952555039713,1015.1009871488887,9763.20996099561,86.84796601119572,-0.9945669741998145,1015.3523866602512
4,1030.3107776103693,4957.5966,1.0,4957.4250856574445,1080.525045458176,4957.461443217774,1029.944896192302,2919.3537927489688,86.76646631936217,-1.0564923673723459,1030.213507560706
4,1078.998715433067,4933.2091,1.0,4933.067680674606,958.9516750425157,4933.080151640915,1078.6923622593526,2257.9214477414207,86.69148169260538,-0.9944604638629744,1078.9516142931568
4,1104.8897125689007,4920.5018,1.0,4920.230345628082,672.0577361222736,4920.277748873304,1104.3204258350968,1704.7125276269821,89.21043894306442,1.1367106536099192,1104.773705653081
4,1228.8156572250973,4859.7406,1.0,4859.879998751013,143.29716409340986,4859.800453402772,1229.096916576,164.11065511764195,84.26656666450465,1.0163523477206473,1228.9721326500842
4,1254.2555080299926,4847.8095,1.0,4847.712471101483,3204.627180829575,4847.710764406817,1254.044960949595,8929.252568215838,92.75093483834715,-1.025474494480136,1254.2520627449278
4,1342.8166241713927,4806.0205,1.0,4805.932163457402,6763.323311518362,4805.947935400663,1342.627824816106,19235.10112683606,118.69166751923723,-1.0587598806777423,1342.7832913520508
4,1431.8407025162978,4764.8646,1.0,4764.821120418707,14106.295645555354,4764.83695433627,1431.7518133532335,41394.48849031419,191.08771080779266,-1.1053399107522381,1431.8123207070196
4,1495.6164005117603,4735.9058,1.0,4735.903962988557,3133.1219552969233,4735.917417675615,1495.6211787357029,9290.800821146153,105.77846117137989,-1.1040254435793526,1495.5953605988507
4,1504.204231231253,4732.0532,1.0,4732.043551504941,1011.9322463608372,4732.047147351469,1504.1918227274664,2916.2954343302663,113.0470980455024,-1.1644788117505709,1504.2053023926978
4,1515.7446276736553,4726.8683,1.0,4726.86829352169,5662.275836321999,4726.885946670869,1515.753951378362,17092.809930236985,107.7296832606355,-1.124597663035606,1515.7145483764207
4,1570.5464218454667,4702.3161,1.0,4702.484833446356,368.5108706574482,4702.496604148124,1570.9378918687605,918.8687644577356,100.76753588840907,1.2503104400625646,1570.529578512603
4,1672.5157797478487,4657.9012,1.0,4657.942033404219,3669.4076796748986,4657.952078398396,1672.6173099104458,11903.411950656104,94.9400452542539,-1.213374279209811,1672.4994495089243
4,1720.8224452236439,4637.2328,1.0,4637.205713293608,311.643002057251,4637.216459596736,1720.762875204523,775.848202320684,72.35855814577849,-1.1694495578266049,1720.801147558978
4,1741.1175445356153,4628.4409,1.0,4628.562053996493,145.04655337589426,4628.534765198436,1741.4049344090238,288.0912181144267,64.61326511856821,-1.1006907537742519,1741.1840297681483
4,1785.98611985679,4609.5673,1.0,4609.593444526257,2786.078455218291,4609.593380114237,1786.0463317420774,9173.442195539079,104.40144657463497,-1.3215568114572656,1785.984330606859
4,1811.772745274061,4598.7627,1.0,4598.778369115366,228.7966488940462,4598.78844474709,1811.8054884552955,569.5105521686762,73.07139339903372,1.3793290532413005,1811.74393789354
4,1833.1300734252395,4589.8978,1.0,4589.867996769529,1246.964536903369,4589.866439040792,1833.0512325871985,4173.348075587428,72.5,1.3449940641446498,1833.126577646051
4,1858.5955713007297,4579.3495,1.0,4579.298648553316,743.2482726744311,4579.298683093242,1858.4622892456844,2222.542979235928,69.8,1.233862736750115,1858.585052114429
4,1942.531662991571,4545.0519,1.0,4544.874373657545,676.8778913976873,4544.885873529989,1942.0725262391995,2155.0848958660495,72.4,1.3179637179225736,1942.480962603233
4,2374.89036662207,4375.9294,1.0,4376.447582954196,2009.3691808734811,4376.457993383115,2376.2081771195435,7725.96066550148,758.7,1.9248120368053294,2374.7969692930274
4,2397.928230753356,4367.8316,1.0,4367.832340252681,166.36123095973016,4367.830492813975,2397.866773434539,388.40467941283407,69.0,1.5263573594200448,2397.869739626138
5,694.9001974807879,5495.8738,1.0,5495.977907580525,231.58773014073668,5495.956832345778,695.1318913170146,436.1490980029302,90.53650014871762,-1.1777390527470932,694.9919174198404
5,763.5736609765838,5455.609,1.0,5455.552325725329,248.81047576495848,5455.660479567584,763.5435874767489,442.4673645122368,87.33736999833357,-0.9346229100396396,763.4554255115588
5,778.533784700222,5446.8937,1.0,5446.8317098482075,377.9574573708545,5446.892181296441,778.4951040562617,845.7353557528475,82.23295016890386,-1.004664689968246,778.4977139872342
5,799.7486722136808,5434.5228,1.0,5434.517235349822,239.0365158967894,5434.574393507107,799.8073281275422,498.45582563612334,72.87902807097097,-1.1020351774471644,799.7182307417868
5,808.1679475729238,5429.6955,1.0,5429.647053894987,609.4545429230479,5429.704305731323,808.1523020768109,1213.7282526148545,87.28554121022714,-0.8644367509978036,808.1370636039077
5,822.546837309971,5421.3517,1.0,5421.35162224404,131.43098139765257,5421.414678158721,822.614461751693,234.24553808749775,75.50535101968086,-0.2585225927581894,822.5051226113982
5,849.6066392251807,5405.7741,1.0,5405.815712742742,581.866850006456,5405.836365681241,849.7452952882833,1456.8755370094646,87.82938468857955,-1.0682672937188478,849.6365141134751
5,864.7723674214271,5397.1269,1.0,5397.1514081288,603.7611357403098,5397.191948482363,864.8797581537265,1390.2088971531746,86.04311509427777,-0.9997096803800141,864.7657191884344
5,910.0278297883419,5371.4892,1.0,5371.478133995763,1315.7534453134613,5371.512000409826,910.0661912668176,3115.8514674437483,136.84655119207952,0.9842142195019372,910.0257900420802
5,964.3135892885226,5341.0233,1.0,5341.0373359569085,431.9435710650648,5341.049926340006,964.3859704758438,1043.4626253102385,93.88506569013396,-1.0831955057705713,964.3381945730606
5,987.636906468123,5328.0376,1.0,5328.076581040154,2895.446992081601,5328.1111837896815,987.749003379937,7915.21961899144,88.93551825339856,-0.9971495146036364,987.6162638669421
5,1034.9047809801611,5302.2989,1.0,5302.024821878436,134.0670807061515,5302.361236993123,1034.4347071486447,113.48608577237717,95.31864811745264,-0.6837535297850321,1034.3210207409545
5,1069.3073660404787,5283.6206,1.0,5283.2432711625215,179.86277759450476,5283.696436416467,1068.634180398368,276.3014142692501,119.62488402236743,-0.28876659233504803,1068.4947764948301
5,1094.2798308296624,5269.5366,1.0,5269.703857759556,5749.53152848658,5269.912729929698,1094.602759605148,6557.597895387183,128.82156491683654,0.042763421618937744,1093.9071762896647
5,1162.8265148235364,5232.9394,1.0,5232.941573766127,500.8146705299084,5232.959601496684,1162.8252949712562,1152.4090243833953,107.88403936342931,-1.0469287791821522,1162.787338471448
5,1173.7023903272652,5227.1697,1.0,5227.162448750051,2741.162837973205,5227.175449943688,1173.6805078371756,7130.137794819562,114.23851081186983,0.967588277147069,1173.6696765617714
5,1184.8399249747963,5221.271,1.0,5221.2594259738025,321.74807567601204,5221.300678315211,1184.8068748181186,540.0436231886108,112.37940719533675,0.9346836060925687,1184.7508256874994
5,1234.8362708041677,5194.9412,1.0,5194.948492286057,445.8246411024077,5194.95990974357,1234.8263198970299,1004.4375380559926,100.8999145933351,-1.0870813474583223,1234.7905710144707
